,title,description,rating,year,tags,cover
829,Annarasumanara,"Yun Ai wanted to be a magician when she was little. But now in reality, she is a high school student who cannot even afford new stockings. Since the day she met a real magician at a fair, she desperately wants to follow her dream.",4.5,2010.0,"['Drama', 'Manhwa', 'Romance', 'Webtoons', 'Amusement Park', 'Coming of Age', 'Magic', 'Melancholy', 'Poverty', 'Psychological', 'School Life']",https://cdn.anime-planet.com/manga/primary/annarasumanara-1-190x276.jpg?t=1625910810
830,Bloody Sweet,"When the daughter of a shaman gets ""strung up"" with a centuries-old vampire, is it love or something more sinister that binds them? ",4.5,2014.0,"['Comedy', 'Drama', 'Manhwa', 'Romance', 'Webtoons', 'Full Color', 'Interspecies Relationship', 'Loneliness', 'Master-Servant Relationship', 'Mental Illness', 'Non-Human Protagonists', 'School Life', 'Supernatural', 'Vampires', 'Bullying', 'Emotional Abuse', 'Mature Themes', 'Suicide', 'Violence', 'Self-Harm']",https://cdn.anime-planet.com/manga/primary/bloody-sweet-1-190x285.jpg?t=1625914779
831,"Megane, Tokidoki, Yankee-kun","Momose, a clumsy girl who has always been slaved around to run errands by delinquents in her middle school, will now be attending a non-yankee high school. At her new school, she thinks of joining a club so as to not bother anyone and one day meets a classmate, a serious boy with glasses, Ichikura-kun. In reality though, that Ichikura has been an undefeated yankee in his middle school which he hid from everyone when he enrolled into this high school! Momose is the only one who knows Ichikura-kun's secret yankee past?!",4.5,2021.0,"['Comedy', 'Romance', 'Shoujo']",https://cdn.anime-planet.com/manga/primary/megane-tokidoki-yankee-kun-1-285x438.jpg?t=1628026377
832,I Hear the Sunspot: Theory of Happiness,"Because of a hearing disability Kohei is often alone. Taichi is outspoken and cheerful. At first, Kohei keeps himself well guarded, but after he meets Taichi he slowly learns to open up.",4.5,2015.0,"['BL', 'Drama', 'Romance', 'Shounen-ai', 'Adult Couples', 'Disability', 'Mature Romance', 'Opposites Attract', 'School Life']",https://cdn.anime-planet.com/manga/primary/i-hear-the-sunspot-theory-of-happiness-1-190x270.jpg?t=1625932202
833,Doctor's Rebirth,"I had been abroad to do medical volunteer work, when I was swept up in a civil war. I was killed by a rebel soldier, while taking a bullet for a patient. But when I finally woke up, I had become a child?!? And in front of me stood a destroyed carriage and a group of oddly dressed people, who were unconscious! As I hurry to perform first aid in an attempt to save even one person, I realize that this world is that of [The Supreme Demon King], a Murim novel I’ve enjoyed reading... ",4.5,2021.0,"['Action', 'Fantasy', 'Manhwa', 'Webtoons', 'Doctors', 'Full Color', 'Isekai', 'Person in a Strange World', 'Reincarnation', 'Transported Into a Novel']",https://cdn.anime-planet.com/manga/primary/doctors-rebirth-1-190x266.jpg?t=1625930284
834,God of Blackfield - Part 2,The second season of God of Blackfield.,4.5,2021.0,"['Action', 'Drama', 'Manhwa', 'Webtoons', 'Full Color', 'School Life', 'Supernatural']",https://cdn.anime-planet.com/manga/primary/god-of-blackfield-part-2-1-285x399.jpg?t=1628355746
835,Happy Cafe,"Romance and happiness blossoms at the Happy Cafe! Uru takes her mother's remarriage as an opportunity to work part time at the Happy Cafe. There, she befriends Ichirou and Shindou, two of the most unsociable guys she's ever met! To make matters worse, it turns out that Uru is not exactly meant for the waitressing world, as she's a huge clutz. But as this hilarious shojo tale unfolds, true happiness - and even true love - lurk just around the corner.",4.5,2004.0,"['Comedy', 'Romance', 'Shoujo', 'Slice of Life', 'Cafe', 'Food and Beverage']",https://cdn.anime-planet.com/manga/primary/happy-cafe-1-190x282.jpg?t=1625908176
836,Love Me Doctor! - Specials,Special chapters of Love Me Doctor!,4.5,2021.0,"['BL', 'Manhwa', 'Webtoons', 'Yaoi', 'Full Color']",https://cdn.anime-planet.com/manga/primary/love-me-doctor-specials-1-285x399.webp?t=1630625684
837,How to Get My Husband on My Side,"She became a villainess who died by her husband’s hands in the novel. To be more precise, she became a supporting character who died while being used as a tool for political marriage by her father and brother. One day, my damn father crawled out and chose my fifth groom. The problem is that the chosen person was the best Paladin of the North and the very person who will kill me and my family in the future. First, I have to find a way to live. In the novel, before finding a way to save my sister-in-law that was going to die by my hands, there are many challenges I need to overcome. Such as melting my husband’s cold exterior, gaining the Northerner’s favor, and overcoming the Duke’s contempt. If I can overcome these challenges, wouldn’t my life be saved later? ""I fell in love with you!"" So please spare me!",4.5,2021.0,"['Drama', 'Fantasy', 'Manhwa', 'Romance', 'Webtoons', 'Dysfunctional Families', 'Full Color', 'Historical', 'Person in a Strange World', 'Psychological', 'Transported Into a Novel', 'Villainess', 'Bullying', 'Emotional Abuse', 'Mature Themes', 'Physical Abuse', 'Based on a Web Novel', 'Domestic Abuse']",https://cdn.anime-planet.com/manga/primary/how-to-get-my-husband-on-my-side-1-285x399.jpg?t=1635646096
838,The Gamer,"Jee-Han loves gaming more than anything, but it still comes as a shock when one day, he suddenly acquires a mysterious power that superimposes RPG characteristics onto the real world! Tasks like going to the store for his mother initiate experience-earning quests, and everyone around the boy display levels and stats above their heads. But what starts as a mild curiosity suddenly becomes all the more real, when Jee-Han discovers that there's monsters to be killed, special skills to be earned, and others who have similar abilities!",4.5,2013.0,"['Action', 'Comedy', 'Manhwa', 'Sci Fi', 'Webtoons', 'Cheats', 'Dungeon', 'Full Color', 'Magic', 'RPG', 'Superpowers']",https://cdn.anime-planet.com/manga/primary/the-gamer-1-190x266.jpg?t=1625912907
839,Kyou kara Ore wa!!,"Moving into a new neighborhood sometimes requires you to conform, in order to get along with the new people around you. Or, you can be like Takashi and make the neighborhood adjust to you! With steely determination and a new blonde perm, Takashi is ready to make himself the top dog of high school delinquents. But facing him is another recent arrival to his new school, with a hairstyle just as rebellious and radical. Faced with the fearsome 3rd year punks as well as this outside challenger, will Takashi be able to realise his dreams of classroom dominance?",4.5,1988.0,"['Action', 'Comedy', 'Shounen', 'Delinquents', 'School Life', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/kyou-kara-ore-wa-1-190x298.jpg?t=1625908383
840,The Frozen Player Returns,"When Seo Junho and his companions sacrificed themselves to defeat the frost queen, they thought they were restoring peace to Earth. But after 25 years of being frozen solid, Junho thaws out only to find that nine more floors appeared in his absence, only one of which has been cleared! As the only one who holds the key to clearing the next floor and defrosting his friends, Junho must step up once again. But has this hero been in hibernation too long to take on the world’s fearsome new foes?",4.5,2021.0,"['Action', 'Adventure', 'Fantasy', 'Manhwa', 'Webtoons', 'Full Color', 'Based on a Web Novel']",https://cdn.anime-planet.com/manga/primary/the-frozen-player-returns-1-285x399.webp?t=1647320859
841,Three Brothers,"Our school's three popular boys are a no-brainer to someone!? It's not worth the attention! Hae-Joo, who pursues a quiet, non-existent, ordinary life, has handsome older brothers who stand out just by walking. She goes to school while hiding the fact that she is the younger sibling of her older brothers, but eventually gets caught... Will she be able to achieve her goals in a school where her older brothers are?",4.5,2021.0,"['Comedy', 'Manhwa', 'Romance', 'Webtoons', 'Full Color', 'School Life']",https://cdn.anime-planet.com/manga/primary/three-brothers-1-285x399.jpg?t=1629162170
842,Kubo Won't Let Me Be Invisible,"First year high schooler Junta Shiraishi is a mob character who goes unnoticed even when he's standing right next to you. But his classmate, ""heroine-level beauty"" Kubo, always notices him and is there to tease him. Anyone can become special to someone, but it might be a little too early to call these feelings ""love."" Perhaps this story is still two-steps from being a romantic comedy--let's call it a sweet comedy where a background character becomes visible!",4.5,2019.0,"['Comedy', 'Romance', 'Seinen', 'Opposites Attract', 'Romantic Comedy', 'School Life']",https://cdn.anime-planet.com/manga/primary/kubo-wont-let-me-be-invisible-1-285x428.webp?t=1639356552
843,Super Secret,"Two neighboring childhood friends. An airheaded girl and the boy who takes care of her like a mother hen. And of course, there is his family background with a tiny, insignificant supernatural secret. Now that her parents have left the girl their neighbor's care, will she ever discover her friend's secret?",4.5,2015.0,"['Comedy', 'Drama', 'Fantasy', 'Manhwa', 'Romance', 'Webtoons', 'Animal Transformation', 'Childhood Friends', 'Full Color', 'Non-Human Protagonists', 'Werewolves']",https://cdn.anime-planet.com/manga/primary/super-secret-1-190x254.jpg?t=1625914070
844,The House Without Time,An abused little girl with nothing to live for meets an old man with a nasty personality.,4.5,2020.0,"['Action', 'Fantasy', 'Manhwa', 'Webtoons', 'Full Color']",https://cdn.anime-planet.com/manga/primary/the-house-without-time-1-190x266.jpg?t=1625932168
845,The Kawai Complex Guide to Manors and Hostel Behavior,"Thanks to his parents’ job transfer, Usa has to live on his own. The problem is, his new place is full of weird people, and the upperclassman he admires is one of them…? A teenage romance comedy that’s heavier on the humor, not so much on the romance!",4.5,2010.0,"['Comedy', 'Romance', 'Seinen', 'Slice of Life', 'Boarding House', 'Neighbors']",https://cdn.anime-planet.com/manga/primary/the-kawai-complex-guide-to-manors-and-hostel-behavior-1-190x267.jpg?t=1625911625
846,Black Jack,"Black Jack is a man with god-like surgical skills. Little is known about this mysterious, unlicensed physician aside from his immense talent, which is legendary amongst the medical community; but should you require the services of this genius, you must be prepared for a hefty price tag! Though he often appears to have the demeanour of a businessman more than a doctor, Black Jack is not entirely cold-hearted; and with the help of his assistant Pinoko, he will do all in his power to save his patients, no matter how obscure, difficult or unknown the ailment. However, even a man of science like Black Jack can be surprised by the medical mysteries that nature throws at him, and sometimes even by the sheer tenacity of human nature itself.",4.5,1973.0,"['Drama', 'Shounen', 'Doctors', 'Medical', 'Psychological', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/black-jack-1-190x292.jpg?t=1625908094
847,Maou no Musume wa Yasashi Sugiru!!,"The strongest Demon King, Ahriman, aims to rule every part of the world. However, he had to stop his world conquest all of a sudden. What is the unexpectedly cute reason behind this...?",4.5,2019.0,"['Comedy', 'Fantasy', 'Seinen', 'Slice of Life', 'Demons', 'Magic', 'Non-Human Protagonists']",https://cdn.anime-planet.com/manga/primary/maou-no-musume-wa-yasashi-sugiru-1-190x270.jpg?t=1625923120
848,A Loving Existence,"Soyou, who received heart transplant surgery. The donated heart belongs to the father of the guy in her class?",4.5,2020.0,"['Manhwa', 'Romance', 'Webtoons', 'Full Color', 'School Life']",https://cdn.anime-planet.com/manga/primary/a-loving-existence-1-190x266.jpg?t=1625930085
849,Shaman King Kang Zeng Bang,"Every five hundred years, the Shaman Fight takes place to choose the Shaman King - the strongest of the shamans. Now, the time has come once more for the Shaman Fight, and shamans from around the world have gathered in modern-day Tokyo to compete. One such competitor, Yoh Asakura, is determined to become the Shaman King. Together with his friends and his partner spirit, Amidamaru, Yoh sets forth on a journey to decide who is the strongest and most worthy to become the Shaman King.",4.5,2008.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Shounen', 'Supernatural']",https://cdn.anime-planet.com/manga/primary/shaman-king-kang-zeng-bang-1-190x275.jpg?t=1625908522
850,My Love Story!!,"Takeo Gouda is a giant guy with a giant heart. Too bad the girls don't want him (they want his good-looking best friend, Sunakawa)! Used to being on the sidelines, Takeo simply stands tall and accepts his fate. But one day when he saves a girl named Yamato from a harasser on the train, his (love!) life suddenly takes an incredible turn!",4.5,2011.0,"['Comedy', 'Drama', 'Romance', 'Shoujo', 'Romantic Comedy', 'School Life', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/my-love-story-1-190x285.jpg?t=1625912002
851,Tsubasa: Reservoir Chronicle,"The power to cross over dimensions is one that is deeply coveted -- a lesson that childhood friends Sakura and Syaoran learn the hard way when an unknown enemy attacks an archaeological dig in their country.  As a result, Sakura's memories are scattered to different dimensions, causing her to fall into a deep sleep.  In order to save Sakura's life, she and Syaoran must journey to various worlds in search of her memories, with the help of fellow travelers, Fai and Kurogane.  But finding Sakura's memories won't be easy, and the price for traveling through time and space is high...",4.5,2003.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Shounen', 'Curse', 'Fated Lovers', 'Supernatural', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/tsubasa-reservoir-chronicle-1-190x286.jpg?t=1625908138
852,My Girl (Mizu SAHARA),"Kazama Masamune - a single 23-year-old man... has a child? During the season of cherry blossoms, his beloved passes away. He happens to meet a little girl outside work and realizes she is his daughter who was raised in secrecy by his lover. The worst spring of his life is transformed into a painful yet vivid spring.",4.5,2007.0,"['Drama', 'Seinen', 'Slice of Life', 'Childcare', 'Lifestyle Change', 'Single Parent']",https://cdn.anime-planet.com/manga/primary/my-girl-mizu-sahara-1-190x273.jpg?t=1625908810
853,Overlord: The Vampire Princess of the Lost Country (Light Novel),"When Momonga had enough of sitting idly by as the online game YGGDRASIL was about to be permanently shut down, he made the final decision to celebrate the end of the game in style. He flies off to a small little island in the Grenbera Swamp and sets up 5000 fireworks to explode and burst into the sky. While blinded by the brilliant flash of light, Suzuki notices that his surroundings have changed from a swamp to a ruined city. Unable to determine his situation and exact location, Suzuki decides to patiently explore his new surroundings. ",4.5,2019.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Light Novels', 'Isekai', 'MMORPG', 'Orphans', 'Person in a Strange World', 'RPG', 'Trapped in a Video Game', 'Virtual Reality', 'Zombies']",https://cdn.anime-planet.com/manga/primary/overlord-the-vampire-princess-of-the-lost-country-light-novel-1-190x270.jpg?t=1625926301
854,Kyuujitsu no Warumono-san,"There exists an evil organisation that aims to invade planet Earth. One of its members, The General, does battle everyday against the Earth Defence Force a.k.a. The Rangers.",4.5,2018.0,"['Comedy', 'Slice of Life', 'Non-Human Protagonists', 'Supernatural']",https://cdn.anime-planet.com/manga/primary/kyuujitsu-no-warumono-san-1-190x270.jpg?t=1625919974
855,The New Gate,"THE NEW GATE―an online game transformed into a life-and-death struggle for its players. Thanks to the valiant efforts of Shin, the most powerful of them all, an end to the game and freedom for everyone seemed within reach. But just moments after Shin defeats the game’s final boss, he finds himself bathed in an unknown light and transported some 500 years into the future of the in-game world. Thrown from a simple game gone wrong into a strange new land, one young swordsman of unrivalled strength is about to embark on a legendary journey!",4.5,2014.0,"['Action', 'Adventure', 'Fantasy', 'Seinen', 'Demons', 'Isekai', 'MMORPG', 'Overpowered Main Characters', 'Person in a Strange World', 'RPG', 'Trapped in a Video Game', 'Explicit Violence', 'Based on a Light Novel']",https://cdn.anime-planet.com/manga/primary/the-new-gate-1-190x270.jpg?t=1625913723
856,Who Invited You?,"Jade is told that her childhood friend from China is going to stay at her house. Yet, the grown man who arrives at her door is no longer the sweet boy from her distant memories, rather far from it. As she struggles to re-adjust to their new life together, will she rediscover her childhood crush or simply kick him to the curb?",4.5,2016.0,"['Comedy', 'Drama', 'Manhwa', 'Romance', 'Slice of Life', 'Webtoons', 'Childhood Friends', 'Full Color', 'Roommates', 'Work Life']",https://cdn.anime-planet.com/manga/primary/who-invited-you-1-190x269.jpg?t=1625914808
857,The Garden of Words (Novel),"When Takao decides to skip school one day in favor of sketching in a rainy garden, he has no idea how much his life will change when he encounters Yukino. Older, but perhaps not as much wiser, she seems adrift in the world. Despite the difference in their ages, they strike up an unusual relationship that always occur in the same garden on each rainy day. But the rainy season is coming to a close, and there are so many things still left unsaid and undone between them.",4.5,2014.0,"['Drama', 'Romance', 'Age Gap', 'Loneliness', 'Melancholy', 'Novels', 'Based on an Anime']",https://cdn.anime-planet.com/manga/primary/the-garden-of-words-novel-1-190x285.jpg?t=1625925119
858,Akumetsu,"Nagasawa Shiina is just an average 3rd year high school student until her parents' company goes bankrupt. In order to pay the bills, she sells herself into prostitution. At her first job, a mysterious masked man crashes the party... and it's someone she knows. Akumetsu is the story of Shou, a vigilante that's out trying to straighten the corrupt Japanese Government through terrorism with his ""One man, One kill"" code of action.",4.5,2002.0,"['Action', 'Comedy', 'Drama', 'Sci Fi', 'Shounen', 'Political', 'Psychological', 'School Life', 'Terrorism', 'Thriller', 'Vigilantes', 'Explicit Violence']",https://cdn.anime-planet.com/manga/primary/akumetsu-1-189x300.jpg?t=1625908183
859,Bungo Stray Dogs: Wan!,From the pages of Bungo Stray Dogs comes a new series about the peaceful everyday lives of the cast-Only now the Armed Detective Agency and Mafia characters are mini-sized?! This cozy gag manga about the cute adventures of Atsushi and crew brings a different charm from the original! ,4.5,2015.0,"['4-koma', 'Comedy', 'Seinen', 'Chibi', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/bungo-stray-dogs-wan-1-285x429.webp?t=1646109411
860,Barefoot Gen,"The year is 1945, and the Japanese war effort is grinding to a halt. In Hiroshima, the Nakaoka family is working hard to survive in the midst of poverty and persecution. With his father constantly working, six year old Gen has been left in charge of his family, yet stays relentlessly optimistic in the face of hardship. Then, on August 6th, the atomic bomb Little Boy detonated in the center of town, and the people's lives were changed forever. As Gen struggles to cope with the horrific event, his youthful innocence and refusal to give up brings a renewed sense of hope to those around him...",4.5,1972.0,"['Drama', 'Shounen', 'Death of a Loved One', 'Historical', 'Lifestyle Change', 'Melancholy', 'Poverty', 'War', 'World War 2', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/barefoot-gen-1-190x269.jpg?t=1625908261
861,Gradually Close to the Heart,An accidental meeting brought the lonely Su Ye and the perfect prince Zheng Shu together which created brand new feelings. The interaction and feelings between the two were originally familiar made their heart beat. Can there really be a pure friendship between a male and a female?,4.5,2018.0,"['Comedy', 'Drama', 'Manhua', 'Romance', 'Webtoons', 'Full Color', 'School Life']",https://cdn.anime-planet.com/manga/primary/gradually-close-to-the-heart-1-190x273.jpg?t=1625920955
862,Days of Hana,A story of love between werewolf boy Haru and human girl Hana.,4.5,2017.0,"['Comedy', 'Manhwa', 'Romance', 'Slice of Life', 'Webtoons', 'Animal Transformation', 'Full Color', 'Interspecies Relationship', 'Non-Human Protagonists', 'School Life', 'Supernatural', 'Werewolves']",https://cdn.anime-planet.com/manga/primary/days-of-hana-1-190x271.jpg?t=1625916201
863,Someday I'll Fall for You,"Chiaki and Kazuma have been brought up like brothers, but as they get older, their relationship starts to change. One night, when Chiaki's staying over, Kazuma is woken by strange sounds coming from the futon next to him, only to find Chiaki touching himself... Kazuma offers to help him out, and his touch confuses but excites Chiaki. As they touch one another, Kazuma sees a look on Chiaki's face he's never seen before... After they come down from their high, Chiaki avoids Kazuma's gaze because he doesn't want Kazuma to see how flushed he is, and also because he's finally realized his true feelings for his friend. Following on from that day, the two of them touch each other like it's some kind of game...",4.5,2017.0,"['BL', 'Drama', 'Romance', 'Yaoi', 'Childhood Friends', 'Coming of Age', 'LGBT Themes', 'School Life', 'Explicit Sex']",https://cdn.anime-planet.com/manga/primary/someday-ill-fall-for-you-1-190x271.jpg?t=1625917654
864,He Can't Be This Dumb!,"Renowned for its exclusivity, only the children of Korea’s elite can attend International Island High. But when Kang Doha, an ordinary girl from an average family, is given a lucky chance to enroll, she’s thrust into an unfamiliar world of money and power. Despite trying to fly under the radar, she somehow ends up in the same dorm as Rowoon, the most popular guy in school! He seems to have it all, but when it comes to girls, he’s completely clueless. Can Doha teach him how to win a girl’s heart?",4.5,2021.0,"['Comedy', 'Manhwa', 'Romance', 'Webtoons', 'Full Color', 'Supernatural']",https://cdn.anime-planet.com/manga/primary/he-cant-be-this-dumb-1.webp?t=1643142088
865,The One,"Cane Lele was born into the fashion industry. Her mother, Ye Fei Yi, was Taiwan's top model, and her father was also a model, until a tragic airplane crash left Lele without parents. Therefore, it is no surprise that Lele hates the industry, thinking it superficial and unnecessary. Raised by her maternal grandmother, Lele reaches seventeen before she is sucked in by her mother's sister, Ye Fei Hong, a fashion model agent. Lele had been adverse to the whole idea, until she sees a photo shoot of popular American model Angus Lanson, and she begins to see modeling as an art form. When Aunt Fei Hong's magazine editor invites Angus Lanson to a meeting of all the top fashion ambassadors, Lele is invited to meet him and is very curious. She does not know that Angus' twin elder brother, Eros Lanson, is secretly accompanying his brother. This obviously leads to confusion and is the start of a charming story of Lele's goals: fashion in NYC, becoming a top model, and love?",4.5,2005.0,"['Drama', 'Manhua', 'Romance', 'Shoujo', 'Fashion', 'Modelling', 'Psychological', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse']",https://cdn.anime-planet.com/manga/primary/the-one-1-190x290.jpg?t=1625908659
866,Re:Monster,"Tomokui Kanata has suffered an early death, but his adventures are far from over. He is reborn into a fantastical world of swords and magic-- as a lowly goblin! Not content to let this stop him, the now renamed “Rou” uses his new physical abilities and his old memories to plow ahead in a world where consuming other creatures allows him to acquire their strengths and powers.",4.5,2014.0,"['Action', 'Adventure', 'Fantasy', 'Harem', 'Seinen', 'Forest', 'Isekai', 'Kingdom Building', 'Monsters', 'Non-Human Protagonists', 'Person in a Strange World', 'Reincarnation', 'RPG', 'Weak to Strong', 'Mature Themes', 'Violence', 'Based on a Light Novel']",https://cdn.anime-planet.com/manga/primary/re-monster-1-190x271.jpg?t=1625913348
867,Douluo Dalu 4: Zhongji Douluo,"10,000 years have passed since the end of the battle of the Douluo plane with the Abyss plane. The abundant energy of the Abyss opened the door for soul masters and spirit beasts in the Douluo plane to reach knowledges, power, and ranks that were once impossible to achieve. The humans of Douluo Plane conquered the space and discovered other planes. The expedition of scientists from the Federal Research Institute roaming the northern ice land found an egg with wavering light of gold and silver. A kind man, Lan Xiao who led the expedition, hatched that egg and a cute baby boy came out. He decided to adopt the child and named is Lan Xuanyu.",4.5,2019.0,"['Action', 'Adventure', 'Fantasy', 'Manhua', 'Webtoons', 'Full Color', 'Based on a Web Novel']",https://cdn.anime-planet.com/manga/primary/douluo-dalu-4-zhongji-douluo-1-190x266.jpg?t=1625920906
868,A Life Without You,"A war correspondence photographer, Yoon Ha, wakes up from a five-year-long coma after being shot in a war zone while covering a story. He wakes up only to find that his boyfriend had moved on and found another partner. While Yoon Ha was able to recover from his war zone injuries, he's not sure if he can recover from the heartbreak over his lost love. Yoon Ha tries to get past the heartbreak by meeting other people platonically, sexually, or just as friends. The story is a tale of a journey to find healing for a broken heart. become reality?",4.5,2020.0,"['BL', 'Drama', 'Manhwa', 'Webtoons', 'Yaoi', 'Full Color']",https://cdn.anime-planet.com/manga/primary/a-life-without-you-1-285x399.webp?t=1632610309
869,Touch to Unlock,"Chiho has been unlucky his whole life, but he was actually born with a rare, most auspicious destiny. It’s just that his mother, who is a shaman, decided to share his energies with seven girls in their neighborhood to help them overcome their cursed fates. But now that Chiho has become an adult, it’s time for him to retrieve his energies. And the way to do that is… through touch?!",4.5,2019.0,"['Manhwa', 'Webtoons', 'Borderline H', 'Full Color', 'Supernatural', 'Explicit Sex']",https://cdn.anime-planet.com/manga/primary/touch-to-unlock-1-190x266.jpg?t=1625925730
870,The God & the Flightless Messenger,"A messenger's duty is to care for and protect the god they've been assigned to. In order to complete these tasks, such messengers require wings. Shin, however, can't fly. His tiny, useless wings make him the target of ridicule and scorn among the other messengers and have kept him from being able to serve a god... until now. Determined to prove himself as a capable messenger despite his flightlessness, Shin accepts his assignment to a mysterious being on one of the nearby mountains. At first, it seems an easy task to keep his charge safe and happy — especially when the deity in question is just a cute, fluffy ball of fur. But things aren't always what them seem. Recently, messengers flying over the strange god's mountain have been disappearing...",4.5,2018.0,"['BL', 'Romance', 'Shounen-ai', 'Childhood Friends', 'Gods', 'Interspecies Relationship', 'Master-Servant Relationship', 'Non-Human Protagonists', 'Supernatural']",https://cdn.anime-planet.com/manga/primary/the-god-the-flightless-messenger-1-190x286.jpg?t=1625918319
871,Liar Game,"""Congratulations! You are 1 of 100,000 people who have been entered in the amazing Liar Game tournament!"" For Nao Kanzaki, an overly-naïve student, receiving this message in the mail was only the beginning of an unending financial and psychological nightmare. Winning the game means riches beyond one’s wildest dreams, while failure means crushing debt. And with no choice but to play the game, Nao quickly turns to Shinichi, a well-known swindler, for help. However, little do the two know just how far the Liar Game goes. Who will win, and who will lose it all?",4.5,2005.0,"['Seinen', 'Debt', 'High Stakes Games', 'Mind Games', 'Psychological', 'PVE', 'PVP', 'Thriller']",https://cdn.anime-planet.com/manga/primary/liar-game-1-190x271.jpg?t=1625908159
872,Touch Your World,"Xie Cheng, who was born unable to see any color, had been living in a black and white world for many years. Until the day he met Bai Lu, who was being chased, he accidentally discovered that he had brilliant colors. What kind of sparks would be created between two very different people together?",4.5,2020.0,"['BL', 'Manhua', 'Romance', 'Shounen-ai', 'Webtoons', 'Full Color']",https://cdn.anime-planet.com/manga/primary/touch-your-world-1-190x266.jpg?t=1625927976
873,Karina's Last Days (Novel),"The existence of the second child, Karina, who was the successor’s youngest twin and the one who wasn’t as competent as her sibling, has been concealed by the people around her all her life. One day, she finds out that she only has one year left to live. So, she foolishly visited her fiancé, whom she has never had an exchange with. Along with the divorce papers that he longed desired for. “Frankly speaking, I want to stay here for a year.” “….. Are you crazy, Miss?” “I’ll break off the engagement.” But she didn’t know at that time. “It seems that you keep trying to pretend that you don’t know, so I should definitely tell you then.” “Pardon?” “I am fond of you.” It didn’t occur to her that she would receive attention and affection from him without anything in return. So she comes to desire this much for a life without regrets.",4.5,2019.0,"['Drama', 'Fantasy', 'Manhwa', 'Romance', 'Web Novels', 'Nobility', 'Emotional Abuse']",https://cdn.anime-planet.com/manga/primary/karinas-last-days-novel-1-285x399.jpg?t=1646291881
874,The Irregular at Magic High School: Double Seven Arc,"April, 2096. Despite all the commotion they were involved in, Tatsuya and Miyuki have safely advanced to become second years. In light of all of Tatsuya's accomplishments, a new curriculum known as the Magical Engineering Course has been established, granting him a new place in school. With his new classes and position as acting student council Vice President, Tatsuya is certain that this year for sure, he'll be able to enjoy a peaceful time at school with his sister...until three new students from elite Numbered families raise hell as first years!!",4.5,2016.0,"['Action', 'Comedy', 'Drama', 'Romance', 'Sci Fi', 'Shounen', 'Magic', 'Magic School', 'School Life', 'Supernatural', 'Based on a Light Novel']",https://cdn.anime-planet.com/manga/primary/the-irregular-at-magic-high-school-double-seven-arc-1-190x270.jpg?t=1625916207
875,My Underachieving Seatmate Doesn’t Need Any Comforting (Novel),"Qiao Shao, who worked hard to stay up all night and study, was first in class — if you count from the bottom. He Shen, who was able to get a perfect score even when he slept all day, in a rare display of kindness, bought a bottle of drink to comfort his stupid seatmate. Then he saw the messages popping up on Qiao Shao’s phone— Dad: Don’t panic, it’s okay if you didn’t do well in the exam. Dad just ordered a new sports car for you. Granddad: Grandson, there’s no need to hurry. It’s alright even if you didn’t do well in your exam. Granddad bought a new yacht for you, come and take a break. Grandpa: Grandson, don’t cry, it’s okay if you didn’t do well in the exam. Grandpa’s billions-worth of properties are all yours. With a blank expression, He Shen threw his 2.5 Yuan worth bottle of drink into the trash.",4.5,2019.0,"['BL', 'Manhua', 'Romance', 'Shounen-ai', 'Web Novels', 'School Life']",https://cdn.anime-planet.com/manga/primary/my-underachieving-seatmate-doesnt-need-any-comforting-novel-1-190x265.jpg?t=1625928668
876,"Father, I Don't Want This Marriage","Juvelian is a villainess so hated by everyone that even her lover and father leave her to die a pitiful death. Just as she’s about to face her fate, she gets the chance to change the course of her story. In order to avoid the tragic end she knows awaits her, she breaks up with her lover and gives up trying to win her father’s love. Instead, she focuses on using his wealth to enjoy her new life to its fullest! But while she prepares for her extravagant life as a lady, her father begins looking for her new suitor. Afraid that he’ll marry her off to the infamously unpredictable and stormy prince, she lands on a desperate solution: a dating contract. And the best candidate is none other than her father’s student.",4.5,2021.0,"['Drama', 'Fantasy', 'Manhwa', 'Romance', 'Webtoons', 'Arranged Marriage', 'Full Color', 'Nobility', 'Person in a Strange World', 'Royalty', 'Transported Into a Novel', 'Villainess', 'Based on a Web Novel']",https://cdn.anime-planet.com/manga/primary/father-i-dont-want-this-marriage-1-285x399.jpg?t=1631584097
